0.01, 0.006668, -0.112026, -0.067564, 0.011946, 0.015432, 0.001478, -0.134561, -0.023007, 0.957327, -0.001367, 0.00113, -0.005513
0.026, 0.006668, -0.112026, -0.067564, 0.011946, 0.015432, 0.001478, -0.134561, -0.023007, 0.957327, -0.001367, 0.00113, -0.005513
0.04, 0.009702, -0.086424, -0.050094, 0.012812, 0.017801, 0.00773, -0.048416, -0.090242, 0.307581, -8e-05, -0.000538, -0.002099
0.052, 0.043168, -0.236537, -0.1775, 0.00461, 0.01427, -0.002975, -0.116708, -0.06669, 0.803126, -9.5e-05, -0.000648, -0.005284
0.063, 0.043168, -0.236537, -0.1775, 0.00461, 0.01427, -0.002975, -0.116708, -0.06669, 0.803126, -9.5e-05, -0.000648, -0.005284
0.074, -0.183361, -0.507581, -0.36652, -0.010097, 0.032636, -0.002712, -0.040533, -0.104191, 0.000797, 0.000889, -0.001445, -0.001319
0.085, -0.183361, -0.507581, -0.36652, -0.010097, 0.032636, -0.002712, -0.040533, -0.104191, 0.000797, 0.000889, -0.001445, -0.001319
0.095, -0.301447, -0.591316, -1.37946, -0.039763, 0.026329, 0.004946, -0.113632, -0.207198, 0.686758, -0.002795, -0.000419, -0.005732
0.106, -0.27235, -0.638734, -0.883133, -0.022706, 0.033695, -0.002277, -0.075187, -0.247647, 0.125074, -0.00288, -0.002347, -0.003442
0.118, -0.175915, -0.585965, -1.02757, -0.010425, 0.050264, -0.00359, -0.055739, -0.218363, 0.769339, -0.001629, -0.000879, -0.005858
0.129, -0.175915, -0.585965, -1.02757, -0.010425, 0.050264, -0.00359, -0.055739, -0.218363, 0.769339, -0.001629, -0.000879, -0.005858
0.14, -0.411469, -0.377544, -0.192093, -0.013227, 0.026352, -0.005794, -0.052541, -0.110625, 0.084797, 0.00254, -0.000694, -0.002441
0.151, -0.411469, -0.377544, -0.192093, -0.013227, 0.026352, -0.005794, -0.052541, -0.110625, 0.084797, 0.00254, -0.000694, -0.002441
0.162, -0.171725, -0.262662, 0.865086, 0.004948, 0.027043, -0.009025, -0.003551, -0.304815, 0.446838, -0.004457, 0.001533, -0.004173
0.173, -0.171725, -0.262662, 0.865086, 0.004948, 0.027043, -0.009025, -0.003551, -0.304815, 0.446838, -0.004457, 0.001533, -0.004173
0.184, -0.189586, 0.158737, -0.854519, 0.008103, 0.023057, 0.014328, -0.071301, -0.14616, 0.238531, 0.002317, -0.002224, -0.002864
0.198, -0.171343, 0.091414, -0.39051, 0.010589, 0.022749, -0.003889, -0.045507, -0.233096, 0.167718, 0.004797, 0.000335, -0.00414
0.209, -0.171343, 0.091414, -0.39051, 0.010589, 0.022749, -0.003889, -0.045507, -0.233096, 0.167718, 0.004797, 0.000335, -0.00414
0.22, -0.168063, 0.253952, -0.573703, 0.005163, 0.009902, 0.016327, -0.085948, -0.357201, -0.129084, -0.002947, -0.001515, -0.004203
0.231, -0.168063, 0.253952, -0.573703, 0.005163, 0.009902, 0.016327, -0.085948, -0.357201, -0.129084, -0.002947, -0.001515, -0.004203
0.243, 0.104212, 0.405213, -0.456048, 0.024208, 0.006595, 0.007676, -0.128511, -0.271347, 0.972359, 0.001692, -0.00089, -0.007987
0.254, 0.104212, 0.405213, -0.456048, 0.024208, 0.006595, 0.007676, -0.128511, -0.271347, 0.972359, 0.001692, -0.00089, -0.007987
0.264, 0.174479, 0.555381, -0.251351, 0.035816, 0.000859, 0.014735, -0.085692, -0.04401, 0.293599, -0.001802, -0.002506, -0.001977
0.275, 0.174479, 0.555381, -0.251351, 0.035816, 0.000859, 0.014735, -0.085692, -0.04401, 0.293599, -0.001802, -0.002506, -0.001977
0.285, 0.17586, 0.48838, 0.155034, 0.029119, -0.009894, 0.002733, 0.01926, -0.249197, 0.499972, -0.007112, 0.002259, -0.004272
0.295, 0.153996, 0.405814, 0.232863, 0.022705, -0.008798, -3e-05, -0.1985, -0.076329, 0.58194, 0.001838, 0.000871, -0.005053
0.307, 0.153996, 0.405814, 0.232863, 0.022705, -0.008798, -3e-05, -0.1985, -0.076329, 0.58194, 0.001838, 0.000871, -0.005053
0.318, 0.241731, 0.259454, 0.188226, 0.017886, -0.005655, 0.005851, -0.189562, -0.060442, 0.784695, 0.002863, 0.001664, -0.005859
0.329, 0.241731, 0.259454, 0.188226, 0.017886, -0.005655, 0.005851, -0.189562, -0.060442, 0.784695, 0.002863, 0.001664, -0.005859
