0.013, 0.039554, -0.163502, 1.81949, 0.003224, -0.008543, -0.01916, -0.064473, -0.006966, 0.089723, -0.019721, -0.002275, -0.000926
0.029, 0.048483, -0.087341, 1.14738, 0.001735, -0.006329, -0.011017, -0.082647, 0.013998, -0.03649, -0.013197, 0.002173, -8e-05
0.039, 0.048483, -0.087341, 1.14738, 0.001735, -0.006329, -0.011017, -0.082647, 0.013998, -0.03649, -0.013197, 0.002173, -8e-05
0.05, 0.079901, -0.11477, 1.18628, 0.004329, -0.00562, -0.012649, -0.031779, -0.113736, -0.787598, -0.024812, -0.005156, -0.000958
0.065, 0.095195, -0.159785, 1.33655, 0.004037, -0.003566, -0.01572, -0.056676, -0.304744, 0.233288, -0.026297, -0.002061, -0.004871
0.076, 0.095195, -0.159785, 1.33655, 0.004037, -0.003566, -0.01572, -0.056676, -0.304744, 0.233288, -0.026297, -0.002061, -0.004871
0.086, 0.054687, -0.137583, 0.799343, 0.000323, -0.007791, -0.00911, -0.021111, -0.227563, -0.364426, -0.024269, -0.003414, -0.00201
0.097, -0.029861, -0.143238, 0.990929, 0.000462, -0.006477, -0.013468, -0.002323, -0.183793, -0.145387, -0.023339, -6.4e-05, -0.002635
0.108, -0.029861, -0.143238, 0.990929, 0.000462, -0.006477, -0.013468, -0.002323, -0.183793, -0.145387, -0.023339, -6.4e-05, -0.002635
0.12, 0.002171, -0.110465, 0.911065, -0.000383, -0.006953, -0.009593, -0.078846, 0.000269, 0.138848, -0.016278, -0.003851, -0.002371
0.131, 0.002171, -0.110465, 0.911065, -0.000383, -0.006953, -0.009593, -0.078846, 0.000269, 0.138848, -0.016278, -0.003851, -0.002371
0.142, -0.034073, -0.184484, 1.00372, -0.001235, -0.005772, -0.013819, -0.036313, 0.103443, 0.197665, -0.01004, -0.001485, 0.000354
0.154, 0.124019, -0.203865, 1.50728, 0.003437, -0.002506, -0.015395, -0.085937, -0.047694, 0.851089, -0.016659, 0.001194, -0.003324
0.165, 0.124019, -0.203865, 1.50728, 0.003437, -0.002506, -0.015395, -0.085937, -0.047694, 0.851089, -0.016659, 0.001194, -0.003324
0.175, -1e-05, -0.146274, 1.27697, 0.002437, -0.008433, -0.013394, -0.021985, 0.026088, 0.165318, -0.013373, 0.000626, 0.001374
0.187, -0.034334, -0.040389, 1.03495, 0.001582, -0.004336, -0.014229, -0.034855, -0.112146, 0.885282, -0.01798, 0.000356, -0.003459
0.198, -0.034334, -0.040389, 1.03495, 0.001582, -0.004336, -0.014229, -0.034855, -0.112146, 0.885282, -0.01798, 0.000356, -0.003459
0.21, 0.059599, -0.210081, 1.86253, 0.004684, -0.007014, -0.020654, -0.057728, -0.002394, 0.364295, -0.007931, 0.002871, 0.000405
0.223, 0.050537, -0.144666, 1.0128, 0.002646, -0.001534, -0.011514, -0.040722, -0.094222, 0.488933, -0.013611, 0.002112, -0.000837
0.235, 0.050537, -0.144666, 1.0128, 0.002646, -0.001534, -0.011514, -0.040722, -0.094222, 0.488933, -0.013611, 0.002112, -0.000837
0.246, -0.005891, -0.151386, 1.63483, 0.003315, -0.009408, -0.016667, -0.018257, -0.033109, 0.03491, -0.01713, -0.002969, -0.000239
0.258, 0.010569, -0.057465, 0.999366, 0.003769, -0.002637, -0.010131, 0.060697, -0.110814, -0.440637, -0.018426, -0.004843, 0.000377
0.27, -0.130033, -0.000597, 0.708831, -0.002548, -0.011023, -0.012714, -0.131796, 0.009271, 0.153407, -0.012796, -0.005488, -0.001706
0.282, -0.130033, -0.000597, 0.708831, -0.002548, -0.011023, -0.012714, -0.131796, 0.009271, 0.153407, -0.012796, -0.005488, -0.001706
