0.01, 0.456985, -0.802674, 0.706456, 0.001034, -0.042238, -0.006776, -0.27477, 0.17109, 0.086289, 0.006943, -0.002704, -0.002076
0.021, 0.134532, -0.964767, -0.128951, -0.031774, -0.035561, 0.014425, -0.253401, 0.102697, -0.183296, 0.004905, -0.00464, -0.002141
0.034, 0.134532, -0.964767, -0.128951, -0.031774, -0.035561, 0.014425, -0.253401, 0.102697, -0.183296, 0.004905, -0.00464, -0.002141
0.047, 0.102321, -0.894, 0.096181, -0.027915, -0.032241, 0.033432, -0.164753, 0.143382, 0.268331, 0.007082, -0.002618, 0.000815
0.058, 0.102321, -0.894, 0.096181, -0.027915, -0.032241, 0.033432, -0.164753, 0.143382, 0.268331, 0.007082, -0.002618, 0.000815
0.069, 0.351411, -0.735192, 0.507256, -0.000982, -0.022632, 0.028057, -0.038217, 0.189218, -0.19435, 0.007467, -0.002545, 0.003601
0.08, 0.19646, -0.632144, 1.64203, 0.00849, -0.015313, 0.013886, -0.136005, 0.188526, -0.257896, 0.006449, -0.004194, 0.002277
0.09, 0.19646, -0.632144, 1.64203, 0.00849, -0.015313, 0.013886, -0.136005, 0.188526, -0.257896, 0.006449, -0.004194, 0.002277
0.101, 0.21253, -0.417504, 2.02185, 0.017918, -0.011574, 0.033926, -0.099384, 0.068836, 0.441379, 0.002241, -0.001586, 3.7e-05
0.112, 0.068262, -0.125942, 1.67778, 0.021283, -0.000252, 0.072579, -0.182214, 0.024086, 0.307055, 0.00467, -0.004314, -0.002324
0.123, 0.068262, -0.125942, 1.67778, 0.021283, -0.000252, 0.072579, -0.182214, 0.024086, 0.307055, 0.00467, -0.004314, -0.002324
0.134, 0.156205, -0.133146, 2.01088, 0.025058, 0.001774, 0.083941, -0.263644, -0.037665, 0.536598, 0.015056, -0.001157, -0.00459
0.145, 0.388314, -0.118664, 2.07467, 0.045789, 0.005102, 0.076455, -0.181822, 0.140745, 0.230958, 0.012446, -0.004475, -0.000802
0.155, 0.388314, -0.118664, 2.07467, 0.045789, 0.005102, 0.076455, -0.181822, 0.140745, 0.230958, 0.012446, -0.004475, -0.000802
0.167, 0.487527, 0.115322, 3.15011, 0.066869, 0.005233, 0.064091, -0.152164, -0.101145, 0.493328, 0.004447, -0.001746, -0.003969
0.178, 0.487527, 0.115322, 3.15011, 0.066869, 0.005233, 0.064091, -0.152164, -0.101145, 0.493328, 0.004447, -0.001746, -0.003969
0.189, 0.487527, 0.115322, 3.15011, 0.066869, 0.005233, 0.064091, -0.152164, -0.101145, 0.493328, 0.004447, -0.001746, -0.003969
0.2, 0.5371, 0.322648, 3.88726, 0.07962, 0.00663, 0.077126, -0.202147, 0.150148, 0.434659, 0.01318, -0.003108, -0.00189
0.215, 0.761558, -0.019001, 3.26155, 0.075832, -0.006856, 0.047562, -0.136474, 0.115768, 0.277326, -0.000457, -0.006859, -0.001178
0.227, 0.811651, 0.163958, 3.6988, 0.097246, -0.008877, 0.042882, -0.095254, 0.173144, -0.036266, 0.005333, -0.003026, 0.0005
0.238, 0.811651, 0.163958, 3.6988, 0.097246, -0.008877, 0.042882, -0.095254, 0.173144, -0.036266, 0.005333, -0.003026, 0.0005
0.25, 0.940843, 0.324498, 4.27452, 0.106577, -0.012069, 0.054338, -0.134195, 0.168582, 0.608193, 0.006656, -0.001649, -0.000659
